county_name,coverage_estimate,location_count,population,>=18 Years,Non-Medical Setting,location_per_1000
Archuleta,46.34285714285714,9.0,13509.0,45.760000000000005,47.8,0.6662225183211192
Arenac,43.41428571428571,30.0,15031.0,43.88,42.25,1.9958751912713726
Arkansas,41.32857142857143,6.0,17024.0,40.3,43.900000000000006,0.3524436090225564
Arlington,55.01428571428572,315.0,235845.0,54.339999999999996,56.7,1.3356229727151308
Armstrong,44.68571428571429,29.0,33725.0,43.17,48.475,0.859896219421794
Aroostook,41.5,61.0,67237.0,41.9,40.5,0.9072385739994349
Ashe,49.9,18.0,26759.0,49.7,50.400000000000006,0.6726708770880825
Ashland,43.142857142857146,70.0,34281.5,42.410000000000004,44.975,2.041917652378105
Ashley,37.957142857142856,6.0,19018.0,35.96,42.95,0.3154905878641287
Ashtabula,41.214285714285715,82.0,97666.0,37.96,49.349999999999994,0.8395961747179163
Asotin,47.58571428571429,27.0,22370.0,43.339999999999996,58.2,1.206973625391149
Atascosa,36.728571428571435,58.0,49403.0,33.9,43.8,1.1740177722000686
Atchison,43.56428571428571,19.0,10789.5,44.17,42.05,1.7609713147041104
Athens,42.4,29.0,61276.0,39.86,48.75,0.4732684901103205
Atlantic,42.233333333333334,138.0,274339.0,41.925,42.85,0.5030272764718104
Atoka,38.542857142857144,6.0,14117.0,38.94,37.55,0.42501948005950274
Attala,36.92857142857143,31.0,17842.0,38.88,32.05,1.7374733774240556
Audrain,41.48571428571428,11.0,24873.0,41.160000000000004,42.3,0.4422466127929884
Audubon,46.57142857142857,9.0,5651.0,46.96,45.6,1.5926384710670676
Auglaize,45.05714285714286,59.0,46263.0,40.08,57.5,1.2753172081360915
Augusta,46.028571428571425,116.0,77433.0,47.14,43.25,1.4980692986194517
Austin,40.65714285714286,36.0,30406.0,36.98,49.849999999999994,1.1839768466749983
Autauga,42.871428571428574,62.0,58761.0,41.3,46.8,1.0551215942546928
Avery,45.81428571428571,30.0,17679.0,45.6,46.349999999999994,1.6969285593076533
Bacon,35.81428571428572,5.0,11138.0,34.440000000000005,39.25,0.448913629017777
Bailey,37.628571428571426,11.0,6902.0,34.519999999999996,45.4,1.5937409446537234
Baker,37.973684210526315,56.0,15844.0,36.91428571428571,40.94,3.5344609946983088
Baldwin,41.23571428571428,219.0,138599.0,38.64,47.725,1.5800979805049098
Baltimore,49.371428571428574,769.5,717642.5,49.519999999999996,49.0,1.0722609098541405
Bamberg,39.98571428571428,12.0,13311.0,38.6,43.45,0.901510029299076
Bandera,44.6,24.0,21182.0,41.7,51.849999999999994,1.133037484656784
Banks,38.17142857142857,60.0,18381.0,36.019999999999996,43.55,3.264240248082259
Bannock,41.15714285714286,38.0,87434.0,37.64,49.95,0.43461353706795985
Barbour,37.978571428571435,60.0,20202.0,38.61,36.4,2.97000297000297
Barnstable,53.214285714285715,47.0,229436.0,52.4,55.25,0.2048501542913928
Barnwell,39.44285714285714,13.0,20653.0,36.2,47.55,0.6294485062702755
Barren,41.42857142857143,16.0,44511.0,40.64,43.4,0.35946170609512257
Barron,42.800000000000004,18.0,46683.0,43.36,41.4,0.385579332947754
Barrow,38.98571428571428,67.0,84399.0,36.160000000000004,46.05,0.7938482683444117
Barry,43.76428571428572,97.0,48641.0,43.46,44.525,1.9942024218252095
Bartholomew,45.84285714285714,88.0,82371.0,44.660000000000004,48.8,1.0683371574947493
Barton,39.9,20.0,18580.0,41.019999999999996,37.1,1.0764262648008611
Bartow,37.9,125.0,109410.0,36.34,41.8,1.1424915455625628
Bastrop,39.18571428571429,62.0,98435.0,35.760000000000005,47.75,0.6298572662162849
Bates,39.01428571428572,6.0,16101.0,38.82,39.5,0.3726476616359232
Bath,42.23571428571428,40.0,8458.0,42.22,42.275,4.729250413809411
Baxter,43.98571428571428,11.0,41801.0,45.92,39.150000000000006,0.26315159924403725
Bay,41.975,275.0,142403.5,40.733333333333334,45.699999999999996,1.931132310652477
Bayfield,47.028571428571425,11.0,16214.0,47.7,45.35,0.6784260515603798
Baylor,43.271428571428565,11.0,3475.0,40.5,50.2,3.165467625899281
Beadle,41.385714285714286,6.0,19089.0,42.94,37.5,0.3143171460003143
Beaufort,48.714285714285715,167.0,116891.0,47.980000000000004,50.55,1.4286814211530399
Beaver,42.285714285714285,156.0,59934.0,42.059999999999995,42.85,2.6028631494644108
Beaverhead,40.971428571428575,11.0,9469.0,41.36,40.0,1.161685500052804
Becker,43.042857142857144,24.0,35202.0,47.22,32.599999999999994,0.6817794443497528
Beckham,38.857142857142854,19.0,22295.0,38.0,41.0,0.8522090154743216
Bedford,42.957142857142856,264.0,59302.333333333336,42.480000000000004,44.15,4.451764123952402
Bee,34.385714285714286,36.0,30977.0,30.7,43.6,1.1621525648061466
Belknap,48.91428571428571,75.0,63914.0,46.5,54.95,1.1734518258910411
Bell,39.800000000000004,203.0,198534.5,38.760000000000005,42.4,1.022492312419252
Belmont,41.9,44.0,66554.0,38.1,51.400000000000006,0.6611172882170868
Beltrami,39.55714285714286,25.0,46274.0,42.0,33.45,0.5402601893071702
Bennington,49.98571428571428,33.0,37326.0,50.94,47.599999999999994,0.884102234367465
Bent,37.0,17.0,5561.0,35.98,39.55,3.057004135946772
Benton,42.65238095238095,598.0,78727.77777777778,41.48222222222223,45.577777777777776,7.595794227648014
Benzie,46.357142857142854,54.0,18058.0,47.980000000000004,42.3,2.99036438143759
Bergen,48.6,256.0,953243.0,48.2,49.4,0.26855691570774715
Berkeley,43.58571428571429,305.0,177351.0,42.260000000000005,46.9,1.7197534832056205
Berks,44.44285714285714,405.0,428483.0,43.46,46.9,0.9451950252402079
Berkshire,48.6,22.0,128763.0,49.9,45.35,0.17085653487414862
Bernalillo,50.60000000000001,583.0,674692.0,45.519999999999996,63.300000000000004,0.8640979884154547
Berrien,41.66428571428571,147.0,86062.5,39.54,46.975,1.7080610021786493
Bertie,40.25714285714286,11.0,17818.0,41.82000000000001,36.35,0.61735323829835
Bexar,42.05714285714286,1357.0,2014059.0,39.980000000000004,47.25,0.6737637775258819
Bibb,38.94285714285714,144.0,89402.5,36.480000000000004,45.1,1.6106932132770337
Bingham,37.92857142857143,41.0,48253.0,35.72,43.45,0.8496881022941579
Blackford,41.82857142857143,73.0,12074.0,40.94,44.05,6.046049362266027
Bladen,43.699999999999996,49.0,29807.0,44.019999999999996,42.9,1.643909148857651
Blaine,40.40714285714286,17.0,10080.75,40.585,39.9625,1.686382461622399
Blair,43.24285714285714,117.0,122640.0,44.12,41.05,0.9540117416829745
Blanco,44.74285714285714,44.0,11608.0,41.839999999999996,52.0,3.790489317711923
Bland,46.628571428571426,29.0,6241.0,45.92,48.400000000000006,4.646691235378946
Bleckley,37.642857142857146,18.0,12413.0,37.54,37.9,1.4500926448078628
Bledsoe,37.771428571428565,48.0,14816.0,35.96,42.3,3.239740820734341
Blount,42.385714285714286,207.0,97514.0,41.019999999999996,45.8,2.122772114773263
Boise,41.48571428571428,32.0,7809.0,39.56,46.3,4.097835830452042
Bolivar,33.614285714285714,20.0,30688.0,34.78,30.7,0.6517205422314911
Bollinger,39.65714285714286,3.0,10658.0,40.04,38.7,0.281478701444924
Bond,42.65714285714286,38.0,16750.0,41.04,46.7,2.268656716417911
Bonner,40.528571428571425,17.0,47976.0,36.980000000000004,49.4,0.35434383858595964
Bonneville,40.542857142857144,65.0,124490.0,36.72,50.1,0.5221302915896858
Boone,45.23571428571428,558.0,67043.875,45.3775,44.88125,8.322907946475349
Botetourt,49.771428571428565,108.0,33734.0,48.8,52.2,3.201517756566076
Boulder,48.728571428571435,306.0,328658.0,47.58,51.6,0.9310590340110388
Boundary,38.857142857142854,11.0,12335.0,35.82,46.45,0.8917713822456425
Bourbon,40.1,101.0,17316.5,40.71,38.575,5.832587416625762
Bowie,39.08571428571429,68.0,92747.0,35.38,48.349999999999994,0.7331773534453945
Boyd,43.32142857142857,41.0,25004.5,44.97,39.2,1.639704853126437
Boyle,42.471428571428575,32.0,30613.0,42.0,43.65,1.0453075490804562
Bracken,42.9,7.0,8420.0,40.68,48.45,0.831353919239905
Bradford,38.550000000000004,73.0,43987.5,37.91111111111111,40.46666666666667,1.6595623756749076
Bradley,39.83571428571429,70.0,59660.0,37.47,45.75,1.1733154542406972
Branch,41.528571428571425,27.0,44795.0,40.32,44.55,0.602745842169885
Brantley,35.05714285714286,11.0,18105.0,33.06,40.05,0.607566970450152
Braxton,42.885714285714286,13.0,12505.0,43.04,42.5,1.0395841663334666
Brazoria,40.385714285714286,313.0,374600.0,36.12,51.05,0.8355579284570208
Brazos,39.25714285714286,145.0,234548.0,36.9,45.150000000000006,0.6182103450040077
Breathitt,36.728571428571435,11.0,13580.0,37.38,35.1,0.8100147275405007
Breckinridge,39.9,11.0,20528.0,40.08,39.45,0.5358534684333593
Bremer,47.642857142857146,42.0,25012.0,47.96,46.849999999999994,1.6791939868862946
Brevard,38.82,421.0,610723.0,38.075,41.8,0.6893468888514105
Bristol,51.0,123.0,161311.75,49.87,53.825,0.762498702047433
Bronx,34.65714285714286,326.0,1443229.0,37.2,28.299999999999997,0.22588237902647465
Brooke,45.31428571428571,47.0,22349.0,45.3,45.349999999999994,2.103002371470759
Brookings,49.271428571428565,9.0,34631.0,48.1,52.2,0.25988276399757443
Brooks,34.6,43.0,11667.0,33.28,37.9,3.685608982600497
Broome,43.785714285714285,152.0,198365.0,42.04,48.150000000000006,0.7662642099160638
Broomfield,49.471428571428575,149.0,73946.0,49.58,49.2,2.0149839071755062
Broward,34.58,1316.0,1940907.0,31.025,48.8,0.67803351731948
Brown,42.8984126984127,399.0,49827.666666666664,42.684444444444445,43.43333333333333,8.007599526367548
Brunswick,46.392857142857146,136.0,77843.0,46.21,46.85,1.7471063550993666
Bryan,41.33571428571429,39.0,45761.5,39.62,45.625,0.8522447909268708
Buchanan,43.86666666666667,87.0,41807.0,43.833333333333336,43.949999999999996,2.0809912215657667
Buckingham,38.300000000000004,53.0,16869.0,39.339999999999996,35.7,3.141857845752564
Bucks,49.271428571428565,881.0,645163.0,48.66,50.8,1.3655463813020896
Buffalo,40.15714285714286,31.0,21763.666666666668,41.84666666666667,35.93333333333333,1.4243923358502704
Bullitt,42.728571428571435,148.0,82482.0,40.839999999999996,47.45,1.7943308843141534
Bulloch,36.357142857142854,43.0,79829.0,34.339999999999996,41.400000000000006,0.5386513672975985
Bullock,32.8,73.0,10328.0,31.52,36.0,7.068164213787762
Buncombe,50.142857142857146,402.0,269449.0,50.279999999999994,49.8,1.4919335384432677
Bureau,44.41428571428571,41.0,33203.0,42.6,48.95,1.2348281781766708
Burke,42.404761904761905,179.0,38106.666666666664,42.76,41.516666666666666,4.697340797760672
Burleigh,46.771428571428565,14.0,98443.0,47.46,45.05,0.14221427628170616
Burleson,40.214285714285715,6.0,17958.0,36.94,48.4,0.3341129301703976
Burlington,47.300000000000004,206.0,461853.0,47.85,46.2,0.4460293643215482
Burnet,42.528571428571425,43.0,49684.0,39.260000000000005,50.7,0.865469768939699
Burnett,43.628571428571426,9.0,16561.0,45.160000000000004,39.8,0.5434454441156935
Butler,42.78928571428571,694.0,93360.25,42.472500000000004,43.58125,7.43357049707986
Butte,40.27619047619047,167.0,75526.33333333333,40.04666666666667,40.85,2.2111493121604386
Butts,35.67142857142857,74.0,25522.0,34.18,39.4,2.899459290024293
Cabarrus,46.442857142857136,348.0,226396.0,44.9,50.3,1.5371296312655702
Cabell,46.199999999999996,130.0,93965.0,46.1,46.45,1.3834938540946096
Cache,40.800000000000004,31.0,134428.0,38.8,45.8,0.23060671883833725
Caddo,39.771428571428565,82.5,131584.5,39.22,41.15,0.6269735417165395
Calaveras,42.628571428571426,19.0,45674.0,43.92,39.400000000000006,0.4159915925909708
Caldwell,41.510714285714286,300.0,31605.2,40.3,44.5375,9.492108893473224
Calhoun,40.79866666666667,279.0,31127.454545454544,40.05925925925926,42.7,8.963148579739604
Callahan,42.92857142857143,46.0,13869.0,39.64,51.15,3.316749585406302
Callaway,45.042857142857144,68.0,44517.0,42.660000000000004,51.0,1.527506345890334
Calloway,42.18571428571429,52.0,37345.0,40.239999999999995,47.05,1.392422010978712
Calumet,45.4,57.0,52361.0,44.7,47.150000000000006,1.0885964744752774
Calvert,45.528571428571425,113.0,93244.0,46.32,43.55,1.2118742224700785
Cambria,45.05714285714286,137.0,133263.0,44.160000000000004,47.3,1.0280422923091932
Camden,45.17407407407408,359.0,157865.0,43.93684210526315,48.1125,2.2740949545497733
Cameron,40.214285714285715,99.5,143945.66666666666,38.46,44.6,0.691233034686699
Camp,37.871428571428574,7.0,12543.0,35.160000000000004,44.65,0.5580802040979033
Campbell,42.4,234.0,47285.6,41.516000000000005,44.61,4.948652443872976
Canadian,46.042857142857144,82.0,156681.0,42.62,54.6,0.5233563737785691
Candler,33.68571428571429,5.0,10946.0,32.519999999999996,36.599999999999994,0.4567878677142335
Cannon,40.0,35.0,14481.0,37.54,46.15,2.41696015468545
Canyon,38.457142857142856,149.0,235006.0,35.160000000000004,46.7,0.6340263652842907
Carbon,40.88928571428572,112.0,27652.5,40.575,41.675,4.050266702829763
Carlton,45.228571428571435,11.0,36362.0,46.56,41.9,0.30251361311259006
Caroline,41.82142857142857,48.0,32250.5,41.019999999999996,43.824999999999996,1.4883490178446845
Carroll,42.92087912087912,618.0,41738.307692307695,42.0523076923077,45.0923076923077,14.80654185971935
Carson,45.01428571428572,46.0,32025.0,41.22,54.5,1.4363778298204528
Carter,39.85142857142857,183.0,27563.8,40.251999999999995,38.85,6.639142643612274
Carteret,49.82857142857143,101.0,68353.0,50.18,48.95,1.477623513232777
Carver,48.957142857142856,64.0,107216.0,48.44,50.25,0.5969258319653783
Cascade,41.699999999999996,57.0,84423.0,42.82,38.9,0.675171458014996
Casey,37.42857142857143,39.0,15942.0,36.4,40.0,2.4463680843056075
Cass,44.022222222222226,298.0,55078.0,43.715555555555554,44.78888888888889,5.410508733069465
Cassia,36.457142857142856,14.0,24859.0,33.0,45.099999999999994,0.563176314413291
Castro,37.457142857142856,24.0,7381.0,34.82,44.05,3.251591925213386
Caswell,44.471428571428575,52.0,22747.0,44.17999999999999,45.2,2.2860157383391218
Catawba,46.82857142857143,169.0,161011.0,45.0,51.4,1.0496177279813181
Catoosa,43.042857142857144,65.0,68052.0,39.58,51.7,0.9551519426321049
Cattaraugus,41.58571428571429,53.0,77000.0,42.14,40.2,0.6883116883116883
Cavalier,46.67142857142857,5.0,3691.0,51.339999999999996,35.0,1.35464643727987
Cayuga,42.15714285714286,92.0,76171.0,43.3,39.3,1.2078087461107245
Cecil,44.728571428571435,62.0,103876.0,42.48,50.35,0.596865493472987
Cedar,45.12857142857143,12.0,13722.666666666666,44.86666666666667,45.78333333333333,0.8744656043528954
Centre,45.65714285714286,113.0,158665.0,45.46,46.15,0.7121923549617117
Chaffee,47.357142857142854,20.0,19564.0,45.86,51.1,1.0222858311183807
Chambers,39.0,131.0,40824.5,35.67,47.325,3.2088574263003835
Champaign,42.871428571428574,209.0,122620.0,40.54,48.7,1.7044527809492742
Chariton,44.4,13.0,7417.0,44.2,44.9,1.7527302143723877
Charles,43.67142857142857,126.0,61032.333333333336,41.160000000000004,49.95000000000001,2.064479483552434
Charleston,47.614285714285714,447.0,409840.0,45.339999999999996,53.3,1.0906695295725162
Charlevoix,47.028571428571425,50.0,26174.0,46.9,47.349999999999994,1.9102926568350271
Charlotte,41.983333333333334,248.0,100731.5,42.13333333333333,41.53333333333333,2.4619905392057104
Charlton,33.82857142857143,5.0,12547.0,31.9,38.650000000000006,0.3985016338566988
Chase,40.699999999999996,18.0,3137.0,43.32,34.15,5.737966209754543
Chatham,47.65,534.0,186510.0,48.11,46.5,2.863117259128197
Chattooga,36.91428571428571,53.0,24902.0,34.64,42.6,2.128343104971488
Chautauqua,40.521428571428565,93.0,65414.5,41.489999999999995,38.1,1.421703139212254
Chaves,41.885714285714286,48.0,64701.0,36.78,54.65,0.7418741595956786
Cheatham,40.44285714285714,69.0,41184.0,38.28,45.849999999999994,1.6754079254079255
Cheboygan,44.728571428571435,17.0,25709.0,45.14,43.7,0.6612470341125676
Chelan,46.857142857142854,87.0,79076.0,44.56,52.6,1.100207395417067
Chemung,42.614285714285714,85.0,83584.0,41.480000000000004,45.45,1.0169410413476265
Chenango,42.6,16.0,47096.0,41.739999999999995,44.75,0.33973161202649904
Cherokee,42.614285714285714,621.0,63490.125,41.7325,44.81875,9.781048627640912
Cheshire,49.24285714285714,68.0,76610.0,46.980000000000004,54.9,0.8876125832136796
Chester,44.257142857142846,771.0,195345.66666666666,43.22,46.85,3.946849772284003
Chesterfield,45.26428571428572,428.0,204777.5,43.239999999999995,50.325,2.090073372318736
Cheyenne,42.990476190476194,17.0,4611.333333333333,43.18666666666666,42.5,3.6865693219603877
Chickasaw,41.24285714285714,9.0,14490.5,41.480000000000004,40.65,0.6210965805182707
Childress,36.84,17.0,6781.0,33.625,49.7,2.5070048665388587
Chilton,40.285714285714285,40.0,45140.0,37.519999999999996,47.2,0.8861320336730173
Chippewa,42.37619047619047,40.0,38463.333333333336,43.059999999999995,40.666666666666664,1.0399514689314497
Chisago,43.6,36.0,56927.0,42.6,46.1,0.6323888488766314
Chittenden,53.41428571428571,136.0,168309.0,52.17999999999999,56.5,0.8080375975140961
Choctaw,38.68571428571428,11.0,11720.666666666666,39.57333333333334,36.46666666666667,0.9385131676241397
Chouteau,36.471428571428575,28.0,5897.0,38.519999999999996,31.35,4.748177039172461
Chowan,45.885714285714286,12.0,13835.0,46.58,44.15,0.8673653776653415
Christian,41.54761904761905,102.0,65409.0,39.84,45.81666666666666,1.5594184286566068
Churchill,41.58571428571429,40.0,25409.0,37.92,50.75,1.5742453461371955
Cibola,36.885714285714286,11.0,27211.0,37.44,35.5,0.4042482819448017
Citrus,42.32,136.0,155173.0,41.275,46.5,0.876441133444607
Clackamas,44.771428571428565,442.0,420925.0,43.839999999999996,47.1,1.0500683019540298
Claiborne,35.08571428571428,15.5,18446.333333333332,34.72,36.0,0.8402753934838
Clallam,51.1,78.0,77333.0,47.06,61.2,1.0086250371768843
Clare,41.42857142857143,39.0,30998.0,42.36,39.1,1.2581456868185044
Clarendon,40.67142857142857,26.0,31163.0,40.94,40.0,0.8343227545486634
Clarion,42.528571428571425,24.0,37489.0,41.8,44.349999999999994,0.6401877884179359
Clark,41.1702380952381,2211.0,262431.4166666667,40.166666666666664,43.67916666666667,8.425058356516638
Clarke,41.63142857142857,231.0,38418.8,40.764,43.8,6.01268129145106
Clatsop,44.4,54.0,41190.0,42.92,48.1,1.3109978150036417
Clay,41.61129032258064,722.0,40604.22222222222,41.26966292134831,42.48,17.781402043575106
Clayton,37.478571428571435,223.0,156717.5,37.37,37.75,1.4229425558728284
Clearfield,41.15714285714286,66.0,79707.0,41.94,39.2,0.8280326696526026
Clearwater,40.07142857142857,11.0,8675.5,39.660000000000004,41.1,1.2679384473517377
Cleburne,42.964285714285715,41.0,20046.0,41.78,45.925,2.045295819614886
Clermont,45.471428571428575,190.0,208851.0,43.239999999999995,51.05,0.9097394793417317
Cleveland,43.63333333333333,364.0,134045.0,43.093333333333334,44.98333333333333,2.715505986795479
Clinch,33.22857142857143,5.0,6713.0,33.04,33.7,0.7448234768359899
Clinton,43.47142857142857,350.0,42886.77777777778,42.153333333333336,46.766666666666666,8.16102347006718
Cloud,38.94285714285714,6.0,9008.0,41.04,33.7,0.6660746003552398
Coahoma,31.2,6.0,21264.0,32.2,28.7,0.2821670428893905
Cobb,43.51428571428572,627.0,765813.0,40.42,51.25,0.8187377336242659
Cochise,40.542857142857144,80.0,125504.0,36.239999999999995,51.3,0.6374298827129016
Cochran,33.2,24.0,2529.0,30.52,39.9,9.489916963226573
Cocke,38.98571428571428,34.0,36186.0,37.94,41.6,0.9395898966451114
Coconino,41.32857142857143,143.0,144705.0,38.58,48.2,0.9882174078297224
Codington,46.385714285714286,14.0,28402.0,47.64,43.25,0.4929230335891839
Coffee,38.79523809523809,105.0,51565.0,36.06666666666667,45.61666666666667,2.036264908368079
Coffey,40.128571428571426,2.0,8334.0,40.760000000000005,38.55,0.23998080153587714
Colbert,40.94285714285714,33.0,57270.0,38.3,47.55,0.5762179151388162
Cole,44.82857142857143,53.0,76890.0,46.980000000000004,39.45,0.6892963974509039
Coleman,41.74285714285714,11.0,7808.0,39.260000000000005,47.95,1.4088114754098362
Coles,42.214285714285715,43.0,47076.0,40.660000000000004,46.099999999999994,0.913416602939927
Colfax,40.214285714285715,21.0,11466.5,41.19,37.775,1.8314219683425632
Colleton,40.24285714285714,25.0,38561.0,38.54,44.5,0.6483234355955498
Collier,43.5,357.0,380221.0,42.075,49.2,0.9389276236714963
Collin,44.81428571428571,1179.0,1079153.0,40.42,55.8,1.0925234883283466
Colorado,39.957142857142856,24.0,20582.0,37.2,46.85,1.1660674375668059
Colquitt,34.1,20.0,45813.0,32.06,39.2,0.43655730906074697
Columbia,42.35925925925926,501.0,61371.25,41.764102564102565,43.906666666666666,8.163431574230605
Columbiana,40.528571428571425,76.0,101723.0,38.46,45.7,0.7471270017596807
Columbus,40.58571428571429,23.0,50827.0,41.1,39.3,0.4525153953607335
Colusa,35.58571428571429,16.0,21811.0,36.18,34.1,0.7335748017055614
Comal,45.01428571428572,267.0,165201.0,40.22,57.0,1.6162129769190259
Comanche,41.32857142857143,64.0,45751.0,40.833333333333336,42.56666666666667,1.3988765272890211
Conecuh,37.91428571428571,60.0,11576.0,37.64,38.6,5.183137525915687
Conejos,40.34285714285714,30.0,7553.0,40.44,40.099999999999994,3.9719316827750557
Converse,38.628571428571426,11.0,13729.0,37.160000000000004,42.3,0.801223687085731
Conway,42.271428571428565,12.0,20782.0,41.5,44.2,0.577422769704552
Cook,42.96190476190477,3820.0,1749406.6666666667,44.026666666666664,40.300000000000004,2.1835974863858603
Cooke,41.371428571428574,39.0,41860.0,38.2,49.3,0.9316770186335404
Cooper,42.142857142857146,24.0,16893.0,41.32,44.2,1.420706801633813
Coos,42.278571428571425,70.0,48169.0,42.06,42.825,1.4532167991861986
Coosa,40.25714285714286,36.0,10329.0,39.62,41.85,3.485332558814987
Copiah,36.0,11.0,28210.0,36.660000000000004,34.349999999999994,0.38993264799716415
Cortland,45.385714285714286,34.0,46755.0,41.04,56.25,0.7271949524115068
Coryell,38.457142857142856,55.0,82927.0,34.0,49.6,0.6632339286360293
Coshocton,40.699999999999996,30.0,36629.0,36.36,51.55,0.8190231783559475
Cotton,41.01428571428572,6.0,5537.0,41.04,40.95,1.083619288423334
Cottonwood,44.58571428571429,3.0,11481.0,45.660000000000004,41.9,0.2613012803762738
Covington,39.721428571428575,50.5,20529.0,39.47,40.35,2.4599347264844855
Coweta,40.58571428571429,94.0,147449.0,37.1,49.3,0.6375085622825519
Cowley,41.142857142857146,20.0,34661.0,39.86,44.35,0.5770173970745218
Cowlitz,41.1,87.0,110621.0,41.2,40.849999999999994,0.7864691152674447
Craig,44.48571428571428,30.0,9521.0,44.510000000000005,44.425,3.1509295242096416
Craighead,41.91428571428571,90.0,111038.0,39.62,47.65,0.8105333309317532
Craven,47.4,69.0,101098.0,47.2,47.9,0.6825060832063937
Crawford,41.74415584415585,361.0,30502.81818181818,40.54545454545455,44.74090909090909,11.8349720294101
Creek,40.142857142857146,66.0,72076.0,39.7,41.25,0.9157000943448582
Crenshaw,41.68571428571429,23.0,13205.0,40.8,43.9,1.7417644831503218
Crisp,35.42857142857143,25.0,20255.0,35.519999999999996,35.2,1.2342631449024932
Crittenden,39.75714285714286,32.0,28462.0,38.93,41.825,1.1243060923336377
Crockett,38.707142857142856,11.0,8452.0,36.65,43.85,1.3014671083767155
Crook,40.35,84.0,16122.5,37.96,46.325,5.210110094588308
Cross,39.42857142857143,6.0,16827.0,39.14,40.150000000000006,0.35656979853806386
Cullman,41.94285714285714,87.0,88284.0,38.44,50.7,0.9854560282723935
Culpeper,44.94285714285714,183.0,52822.0,42.8,50.3,3.4644655635909283
Cumberland,43.70181818181818,987.0,142636.375,43.51025641025641,44.16875,6.919693521375596
Cuming,45.142857142857146,3.0,9000.0,47.019999999999996,40.45,0.3333333333333333
Currituck,48.357142857142854,12.0,28616.0,47.2,51.25,0.4193458205199888
Curry,40.30714285714286,26.0,35865.5,37.32,47.775,0.7249306436547657
Custer,43.11190476190476,28.0,11443.0,42.99666666666667,43.4,2.4469107751463777
Cuyahoga,45.885714285714286,794.0,1256620.0,45.08,47.9,0.6318537027900241
Dade,40.949999999999996,15.0,11918.5,40.14,42.975,1.2585476360280237
Dakota,46.114285714285714,339.0,230243.5,46.0,46.4,1.4723542684158295
Dale,40.385714285714286,56.0,49455.0,39.36,42.95,1.132342533616419
Dallam,34.94285714285714,11.0,7165.0,31.6,43.3,1.5352407536636428
Dallas,41.511428571428574,2244.0,553275.2,40.108000000000004,45.019999999999996,4.055847795093654
Dane,49.028571428571425,285.0,559891.0,52.239999999999995,41.0,0.5090276500247369
Dare,52.34285714285714,37.0,37160.0,50.2,57.7,0.9956942949407965
Darke,41.771428571428565,39.0,51751.0,40.86,44.05,0.7536086259202721
Darlington,41.642857142857146,96.0,63025.0,40.62,44.2,1.523205077350258
